ID,rating
2797,1
2798,0
2799,1
2800,1
2801,0
2802,1
2803,1
2804,0
2805,0
2806,1
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,1
2815,0
2816,1
2817,1
2818,0
2819,1
2820,1
2821,1
2822,1
2823,1
2824,0
2825,1
2826,1
2827,0
2828,0
2829,1
2830,1
2831,0
2832,0
2833,1
2834,0
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,0
2842,1
2843,0
2844,1
2845,0
2846,0
2847,0
2848,1
2849,1
2850,0
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,0
2860,0
2861,1
2862,0
2863,1
2864,1
2865,0
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,1
2875,0
2876,1
2877,1
2878,1
2879,0
2880,0
2881,0
2882,0
2883,0
2884,1
2885,1
2886,0
2887,0
2888,1
2889,1
2890,1
2891,0
2892,1
2893,0
2894,1
2895,1
2896,1
2897,0
2898,1
2899,0
2900,1
2901,1
2902,1
2903,1
2904,0
2905,0
2906,0
2907,1
2908,1
2909,1
2910,1
2911,0
2912,1
2913,0
2914,0
2915,1
2916,1
2917,1
2918,1
2919,0
2920,1
2921,1
2922,1
2923,1
2924,1
2925,0
2926,1
2927,1
2928,1
2929,1
2930,1
2931,1
2932,1
2933,1
2934,0
2935,1
2936,1
2937,0
2938,0
2939,0
2940,1
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,0
2948,1
2949,0
2950,1
2951,0
2952,0
2953,1
2954,1
2955,1
2956,0
2957,1
2958,0
2959,1
2960,1
2961,0
2962,1
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,1
2970,0
2971,1
2972,1
2973,1
2974,0
2975,1
2976,1
2977,1
2978,0
2979,0
2980,1
2981,0
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
2996,1
2997,1
2998,1
2999,0
3000,1
3001,1
3002,0
3003,1
3004,1
3005,1
3006,0
3007,1
3008,1
3009,0
3010,1
3011,0
3012,1
3013,0
3014,1
3015,1
3016,1
3017,0
3018,1
3019,1
3020,1
3021,0
3022,1
3023,0
3024,1
3025,1
3026,0
3027,0
3028,1
3029,1
3030,0
3031,1
3032,0
3033,1
3034,1
3035,0
3036,1
3037,0
3038,1
3039,1
3040,0
3041,1
3042,1
3043,0
3044,1
3045,0
3046,0
3047,1
3048,0
3049,1
3050,1
3051,1
3052,1
3053,1
3054,0
3055,1
3056,1
3057,1
3058,1
3059,0
3060,1
3061,0
3062,1
3063,0
3064,1
3065,1
3066,1
3067,0
3068,1
3069,0
3070,1
3071,0
3072,1
3073,1
3074,0
3075,0
3076,1
3077,0
3078,1
3079,1
3080,0
3081,1
3082,0
3083,1
3084,1
3085,1
3086,0
3087,1
3088,1
3089,1
3090,1
3091,0
3092,1
3093,0
3094,1
3095,1
3096,1
3097,0
3098,1
3099,0
3100,1
3101,0
3102,1
3103,0
3104,0
3105,1
3106,0
3107,1
3108,0
3109,1
3110,1
3111,1
3112,0
3113,0
3114,0
3115,1
3116,1
3117,0
3118,0
3119,0
3120,0
3121,1
3122,1
3123,0
3124,1
3125,1
3126,1
3127,0
3128,1
3129,0
3130,1
3131,1
3132,1
3133,0
3134,1
3135,0
3136,1
3137,0
3138,0
3139,0
3140,1
3141,1
3142,0
3143,1
3144,1
3145,1
3146,1
3147,0
3148,0
3149,0
3150,1
3151,1
3152,0
3153,1
3154,1
3155,0
3156,0
3157,1
3158,1
3159,0
3160,0
3161,1
3162,1
3163,1
3164,0
3165,1
3166,1
3167,0
3168,1
3169,0
3170,0
3171,0
3172,1
3173,0
3174,1
3175,1
3176,1
3177,0
3178,1
3179,1
3180,1
3181,1
3182,1
3183,1
3184,1
3185,0
3186,1
3187,1
3188,1
3189,0
3190,1
3191,1
3192,0
3193,0
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,0
3202,1
3203,0
3204,1
3205,0
3206,1
3207,0
3208,0
3209,1
3210,1
3211,0
3212,1
3213,1
3214,1
3215,0
3216,1
3217,1
3218,0
3219,1
3220,0
3221,0
3222,1
3223,0
3224,1
3225,1
3226,1
3227,1
3228,1
3229,0
3230,1
3231,0
3232,0
3233,0
3234,1
3235,1
3236,1
3237,0
3238,1
3239,1
3240,1
3241,1
3242,1
3243,0
3244,1
3245,1
3246,1
3247,1
3248,0
3249,1
3250,0
3251,1
3252,1
3253,1
3254,1
3255,0
3256,0
3257,0
3258,1
3259,1
3260,1
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,1
3268,1
3269,1
3270,1
3271,0
3272,0
3273,1
3274,1
3275,1
3276,1
3277,1
3278,0
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,0
3286,1
3287,1
3288,1
3289,1
3290,0
3291,1
3292,1
3293,1
3294,0
3295,1
3296,1
3297,0
3298,1
3299,1
3300,0
3301,1
3302,1
3303,1
3304,1
3305,1
3306,0
3307,0
3308,1
3309,1
3310,1
3311,0
3312,1
3313,1
3314,0
3315,0
3316,1
3317,1
3318,1
3319,0
3320,0
3321,1
3322,1
3323,1
3324,1
3325,0
3326,1
3327,0
3328,0
3329,1
3330,0
3331,1
3332,1
3333,0
3334,1
3335,0
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,0
3344,1
3345,1
3346,0
3347,0
3348,1
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,0
3361,0
3362,0
3363,1
3364,0
3365,1
3366,1
3367,1
3368,0
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,0
3377,1
3378,0
3379,0
3380,1
3381,1
3382,1
3383,1
3384,0
3385,1
3386,1
3387,0
3388,1
3389,0
3390,1
3391,1
3392,0
3393,0
3394,0
3395,1
3396,1
3397,1
3398,1
3399,1
3400,0
3401,0
3402,1
3403,0
3404,0
3405,1
3406,1
3407,0
3408,1
3409,1
3410,1
3411,1
3412,0
3413,0
3414,0
3415,1
3416,0
3417,1
3418,1
3419,1
3420,1
3421,0
3422,0
3423,1
3424,1
3425,1
3426,1
3427,0
3428,1
3429,1
3430,1
3431,0
3432,0
3433,0
3434,1
3435,1
3436,1
3437,1
3438,0
3439,0
3440,0
3441,1
3442,1
3443,0
3444,1
3445,0
3446,0
3447,1
3448,1
3449,1
3450,0
3451,0
3452,1
3453,1
3454,0
3455,1
3456,1
3457,1
3458,1
3459,0
3460,0
3461,1
3462,0
3463,0
3464,1
3465,1
3466,1
3467,0
3468,1
3469,1
3470,1
3471,1
3472,0
3473,1
3474,1
3475,0
3476,1
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,0
3490,1
3491,0
3492,1
3493,0
3494,1
3495,1
3496,1
3497,0
3498,1
3499,1
3500,0
3501,1
3502,1
3503,1
3504,0
3505,1
3506,1
3507,1
3508,1
3509,0
3510,1
3511,1
3512,1
3513,1
3514,1
3515,0
3516,1
3517,1
3518,1
3519,1
3520,0
3521,1
3522,1
3523,1
3524,1
3525,0
3526,1
3527,0
3528,1
3529,0
3530,0
3531,0
3532,1
3533,1
3534,0
3535,0
3536,1
3537,1
3538,0
3539,1
3540,1
3541,1
3542,1
3543,1
3544,0
3545,1
3546,1
3547,0
3548,1
3549,1
3550,1
3551,1
3552,1
3553,1
3554,0
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,0
3563,1
3564,1
3565,1
3566,0
3567,0
3568,0
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,0
3580,1
3581,0
3582,1
3583,0
3584,1
3585,0
3586,1
3587,1
3588,1
3589,1
3590,0
3591,1
3592,1
3593,1
3594,0
3595,0
3596,1
3597,1
3598,1
3599,1
3600,1
3601,1
3602,0
3603,1
3604,0
3605,1
3606,1
3607,0
3608,1
3609,1
3610,1
3611,1
3612,1
3613,1
3614,1
3615,1
3616,1
3617,1
3618,1
3619,0
3620,1
3621,1
3622,1
3623,1
3624,1
3625,0
3626,1
3627,1
3628,1
3629,0
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,1
3637,1
3638,1
3639,1
3640,1
3641,1
3642,1
3643,1
3644,0
3645,0
3646,1
3647,0
3648,1
3649,1
3650,1
3651,0
3652,1
3653,1
3654,1
3655,0
3656,0
3657,1
3658,1
3659,1
3660,1
3661,0
3662,0
3663,1
3664,1
3665,0
3666,1
3667,1
3668,0
3669,0
3670,1
3671,0
3672,1
3673,0
3674,1
3675,1
3676,1
3677,1
3678,0
3679,0
3680,1
3681,1
3682,1
3683,1
3684,1
3685,0
3686,1
3687,0
3688,0
3689,1
3690,1
3691,0
3692,1
3693,1
3694,1
3695,1
3696,1
3697,1
3698,1
3699,1
3700,0
3701,1
3702,1
3703,1
3704,1
3705,1
3706,0
3707,1
3708,1
3709,0
3710,1
3711,0
3712,1
3713,0
3714,1
3715,1
3716,1
3717,0
3718,1
3719,0
3720,1
3721,1
3722,1
3723,1
3724,1
3725,1
3726,1
3727,0
3728,1
3729,0
3730,1
3731,0
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,0
3739,1
3740,0
3741,1
3742,1
3743,1
3744,0
3745,1
3746,1
3747,1
3748,1
3749,1
3750,1
3751,1
3752,1
3753,1
3754,0
3755,1
3756,1
3757,1
3758,0
3759,1
3760,1
3761,1
3762,1
3763,1
3764,1
3765,1
3766,0
3767,0
3768,1
3769,1
3770,0
3771,0
3772,0
3773,1
3774,1
3775,0
3776,0
3777,1
3778,1
3779,0
3780,1
3781,0
3782,1
3783,0
3784,1
3785,0
3786,1
3787,1
3788,0
3789,0
3790,0
3791,1
3792,1
3793,1
3794,1
3795,1
3796,0
3797,1
3798,1
3799,0
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,0
3809,0
3810,1
3811,1
3812,0
3813,1
3814,1
3815,1
3816,1
3817,1
3818,0
3819,1
3820,1
3821,1
3822,1
3823,0
3824,1
3825,0
3826,1
3827,0
3828,1
3829,0
3830,0
3831,1
3832,1
3833,1
3834,1
3835,1
3836,1
3837,1
3838,0
3839,0
3840,1
3841,1
3842,1
3843,0
3844,1
3845,1
3846,1
3847,0
3848,1
3849,0
3850,1
3851,0
3852,0
3853,1
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,0
3861,1
3862,1
3863,1
3864,1
3865,1
3866,1
3867,0
3868,1
3869,1
3870,1
3871,1
3872,0
3873,1
3874,1
3875,0
3876,0
3877,1
3878,0
3879,1
3880,1
3881,0
3882,1
3883,1
3884,0
3885,1
3886,1
3887,0
3888,1
3889,1
3890,1
3891,0
3892,1
3893,0
3894,1
3895,1
3896,0
3897,1
3898,1
3899,1
3900,0
3901,1
3902,0
3903,1
3904,1
3905,0
3906,0
3907,1
3908,0
3909,1
3910,1
3911,0
3912,0
3913,1
3914,1
3915,0
3916,0
3917,1
3918,0
3919,0
3920,1
3921,1
3922,0
3923,0
3924,1
3925,1
3926,0
3927,1
3928,0
3929,1
3930,1
3931,1
3932,1
3933,1
3934,1
3935,0
3936,1
3937,1
3938,0
3939,1
3940,0
3941,1
3942,1
3943,0
3944,1
3945,1
3946,1
3947,1
3948,1
3949,0
3950,1
3951,1
3952,0
3953,0
3954,1
3955,1
3956,0
3957,1
3958,0
3959,1
3960,0
3961,0
3962,0
3963,1
3964,1
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,0
3973,0
3974,1
3975,0
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,0
3983,1
3984,1
3985,1
3986,1
3987,0
3988,1
3989,1
3990,1
3991,1
3992,0
3993,0
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
